"Url","Status","Ok","FinalUrl","Message"
"http://127.0.0.1:5000/api/platform/ai-architecture-gate/boundary/demo?boundary_id=autonomy_assurance","404","False","http://127.0.0.1:5000/api/platform/ai-architecture-gate/boundary/demo?boundary_id=autonomy_assurance","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-architecture-gate/boundary/demo?boundary_id=evidence_assurance","404","False","http://127.0.0.1:5000/api/platform/ai-architecture-gate/boundary/demo?boundary_id=evidence_assurance","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-architecture-gate/boundary/demo?boundary_id=knowledge_assurance","404","False","http://127.0.0.1:5000/api/platform/ai-architecture-gate/boundary/demo?boundary_id=knowledge_assurance","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-architecture-gate/boundary/demo?boundary_id=tool_assurance","404","False","http://127.0.0.1:5000/api/platform/ai-architecture-gate/boundary/demo?boundary_id=tool_assurance","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-architecture-gate/evaluate/demo","200","True","http://127.0.0.1:5000/api/platform/ai-architecture-gate/evaluate/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-architecture-gate/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-architecture-gate/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-architecture-gate/policy/demo","200","True","http://127.0.0.1:5000/api/platform/ai-architecture-gate/policy/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-architecture-gate/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-architecture-gate/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-certificate/certificate/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-certificate/certificate/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-certificate/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-certificate/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-certificate/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-certificate/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-certificate/section/demo?section_id=approval_decision","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-certificate/section/demo?section_id=approval_decision","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-certificate/section/demo?section_id=release_authorization","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-certificate/section/demo?section_id=release_authorization","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-closure/item/demo?closure_id=close_human_approval_evidence","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-closure/item/demo?closure_id=close_human_approval_evidence","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-closure/item/demo?closure_id=close_runtime_monitoring_signal","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-closure/item/demo?closure_id=close_runtime_monitoring_signal","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-closure/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-closure/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-closure/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-closure/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-closure/verification/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-closure/verification/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/contract/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/contract/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/object/demo?object_id=human_approval_evidence","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/object/demo?object_id=human_approval_evidence","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/object/demo?object_id=tool_authorization_evidence","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/object/demo?object_id=tool_authorization_evidence","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-evidence-contract/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-learning/learning/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-learning/learning/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-learning/loop/demo?loop_id=lifecycle_change_learning_loop","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-learning/loop/demo?loop_id=lifecycle_change_learning_loop","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-learning/loop/demo?loop_id=organizational_intelligence_loop","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-learning/loop/demo?loop_id=organizational_intelligence_loop","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-learning/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-learning/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-learning/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-learning/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/decision/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/decision/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/stage/demo?stage_id=stage_1_architecture_boundary_assessment","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/stage/demo?stage_id=stage_1_architecture_boundary_assessment","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/stage/demo?stage_id=stage_2_control_routing","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/stage/demo?stage_id=stage_2_control_routing","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/stage/demo?stage_id=stage_3_evidence_binding","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-orchestrator/stage/demo?stage_id=stage_3_evidence_binding","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-post-release/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-post-release/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-post-release/monitoring/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-post-release/monitoring/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-post-release/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-post-release/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-post-release/signal/demo?signal_id=drift_detection_signal","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-post-release/signal/demo?signal_id=drift_detection_signal","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-post-release/signal/demo?signal_id=runtime_monitoring_signal","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-post-release/signal/demo?signal_id=runtime_monitoring_signal","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-release/gate/demo?gate_id=certificate_issued_gate","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-release/gate/demo?gate_id=certificate_issued_gate","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-release/gate/demo?gate_id=monitoring_activation_gate","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-release/gate/demo?gate_id=monitoring_activation_gate","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-release/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-release/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-release/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-release/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-release/release/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-release/release/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-remediation/action/demo?action_id=rem_human_approval_evidence","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-remediation/action/demo?action_id=rem_human_approval_evidence","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-remediation/action/demo?action_id=rem_runtime_monitoring_signal","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-remediation/action/demo?action_id=rem_runtime_monitoring_signal","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-remediation/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-remediation/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-remediation/queue/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-remediation/queue/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-remediation/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-remediation/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-replay/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-replay/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-replay/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-replay/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-replay/replay/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-replay/replay/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-replay/section/demo?section_id=evidence_contract_replay","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-replay/section/demo?section_id=evidence_contract_replay","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-replay/section/demo?section_id=human_approval_replay","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-replay/section/demo?section_id=human_approval_replay","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-response/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-response/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-response/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-response/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-response/response/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-response/response/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-response/trigger/demo?trigger_id=drift_threshold_breach_trigger","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-response/trigger/demo?trigger_id=drift_threshold_breach_trigger","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-response/trigger/demo?trigger_id=unsafe_tool_action_trigger","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-response/trigger/demo?trigger_id=unsafe_tool_action_trigger","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-router/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-router/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-router/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-router/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-router/route/demo?route_id=route_autonomy_assurance","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-router/route/demo?route_id=route_autonomy_assurance","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-router/route/demo?route_id=route_evidence_assurance","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-router/route/demo?route_id=route_evidence_assurance","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-router/route/demo?route_id=route_knowledge_assurance","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-router/route/demo?route_id=route_knowledge_assurance","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-router/route/demo?route_id=route_tool_assurance","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-router/route/demo?route_id=route_tool_assurance","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-router/routing/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-router/routing/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/input/demo?input_id=evidence_contract_state","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/input/demo?input_id=evidence_contract_state","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/input/demo?input_id=human_approval_state","404","False","http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/input/demo?input_id=human_approval_state","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/recalculate/demo","200","True","http://127.0.0.1:5000/api/platform/ai-assurance-trust-recalculation/recalculate/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-autonomy/assessment/demo","200","True","http://127.0.0.1:5000/api/platform/ai-autonomy/assessment/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-autonomy/assurance-model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-autonomy/assurance-model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-autonomy/check/demo","200","True","http://127.0.0.1:5000/api/platform/ai-autonomy/check/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-autonomy/level/demo?level_id=level_4","404","False","http://127.0.0.1:5000/api/platform/ai-autonomy/level/demo?level_id=level_4","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-autonomy/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-autonomy/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-autonomy/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-autonomy/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-infrastructure/blueprint/demo","200","True","http://127.0.0.1:5000/api/platform/ai-infrastructure/blueprint/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-infrastructure/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-infrastructure/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-infrastructure/stage/demo?stage_id=infrastructure_as_code","404","False","http://127.0.0.1:5000/api/platform/ai-infrastructure/stage/demo?stage_id=infrastructure_as_code","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/object/demo?object_id=ko_lifecycle_change_001","404","False","http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/object/demo?object_id=ko_lifecycle_change_001","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/object/demo?object_id=ko_outcome_lesson_001","404","False","http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/object/demo?object_id=ko_outcome_lesson_001","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/registry/demo","200","True","http://127.0.0.1:5000/api/platform/ai-knowledge-reuse/registry/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-lifecycle-change/change/demo","200","True","http://127.0.0.1:5000/api/platform/ai-lifecycle-change/change/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-lifecycle-change/dimension/demo?dimension_id=approved_change_boundaries","404","False","http://127.0.0.1:5000/api/platform/ai-lifecycle-change/dimension/demo?dimension_id=approved_change_boundaries","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-lifecycle-change/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-lifecycle-change/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-lifecycle-change/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-lifecycle-change/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-operational-readiness/assessment/demo","200","True","http://127.0.0.1:5000/api/platform/ai-operational-readiness/assessment/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-operational-readiness/dimension/demo?dimension_id=workflow_redesign","404","False","http://127.0.0.1:5000/api/platform/ai-operational-readiness/dimension/demo?dimension_id=workflow_redesign","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-operational-readiness/level/demo?level_id=level_3","404","False","http://127.0.0.1:5000/api/platform/ai-operational-readiness/level/demo?level_id=level_3","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-operational-readiness/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-operational-readiness/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-operational-readiness/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-operational-readiness/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-output-clearance/assessment/demo","200","True","http://127.0.0.1:5000/api/platform/ai-output-clearance/assessment/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-output-clearance/domain/demo?domain_id=evidence_completeness","404","False","http://127.0.0.1:5000/api/platform/ai-output-clearance/domain/demo?domain_id=evidence_completeness","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-output-clearance/domain/demo?domain_id=prompt_model_lineage","404","False","http://127.0.0.1:5000/api/platform/ai-output-clearance/domain/demo?domain_id=prompt_model_lineage","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-output-clearance/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-output-clearance/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-output-clearance/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-output-clearance/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-reuse-applicability/assessment/demo","200","True","http://127.0.0.1:5000/api/platform/ai-reuse-applicability/assessment/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-reuse-applicability/check/demo?check_id=context_of_use_match","404","False","http://127.0.0.1:5000/api/platform/ai-reuse-applicability/check/demo?check_id=context_of_use_match","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-reuse-applicability/check/demo?check_id=tool_permission_match","404","False","http://127.0.0.1:5000/api/platform/ai-reuse-applicability/check/demo?check_id=tool_permission_match","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-reuse-applicability/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-reuse-applicability/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-reuse-applicability/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-reuse-applicability/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-team-assurance/assessment/demo","200","True","http://127.0.0.1:5000/api/platform/ai-team-assurance/assessment/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-team-assurance/domain/demo?domain_id=evidence_ownership","404","False","http://127.0.0.1:5000/api/platform/ai-team-assurance/domain/demo?domain_id=evidence_ownership","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-team-assurance/domain/demo?domain_id=role_ownership","404","False","http://127.0.0.1:5000/api/platform/ai-team-assurance/domain/demo?domain_id=role_ownership","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-team-assurance/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-team-assurance/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-team-assurance/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-team-assurance/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-workflow-intake/check/demo?check_id=autonomy_level_check","404","False","http://127.0.0.1:5000/api/platform/ai-workflow-intake/check/demo?check_id=autonomy_level_check","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-workflow-intake/check/demo?check_id=context_of_use_check","404","False","http://127.0.0.1:5000/api/platform/ai-workflow-intake/check/demo?check_id=context_of_use_check","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/ai-workflow-intake/intake/demo","200","True","http://127.0.0.1:5000/api/platform/ai-workflow-intake/intake/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-workflow-intake/model/demo","200","True","http://127.0.0.1:5000/api/platform/ai-workflow-intake/model/demo","OK"
"http://127.0.0.1:5000/api/platform/ai-workflow-intake/readiness/demo","200","True","http://127.0.0.1:5000/api/platform/ai-workflow-intake/readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/assurance/object/demo?object_id=niagara-bms-supervisor","404","False","http://127.0.0.1:5000/api/platform/assurance/object/demo?object_id=niagara-bms-supervisor","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/assurance/state/demo","200","True","http://127.0.0.1:5000/api/platform/assurance/state/demo","OK"
"http://127.0.0.1:5000/api/platform/azure-foundry/blueprint/demo","200","True","http://127.0.0.1:5000/api/platform/azure-foundry/blueprint/demo","OK"
"http://127.0.0.1:5000/api/platform/azure-foundry/component/demo?component_id=mcp_servers","404","False","http://127.0.0.1:5000/api/platform/azure-foundry/component/demo?component_id=mcp_servers","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/azure-foundry/component/demo?component_id=model_abstraction","404","False","http://127.0.0.1:5000/api/platform/azure-foundry/component/demo?component_id=model_abstraction","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/azure-foundry/component/demo?component_id=prompt_governance","404","False","http://127.0.0.1:5000/api/platform/azure-foundry/component/demo?component_id=prompt_governance","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/azure-foundry/evidence-binding/demo?stage_id=develop","404","False","http://127.0.0.1:5000/api/platform/azure-foundry/evidence-binding/demo?stage_id=develop","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/azure-foundry/evidence-bindings/demo","200","True","http://127.0.0.1:5000/api/platform/azure-foundry/evidence-bindings/demo","OK"
"http://127.0.0.1:5000/api/platform/azure-foundry/evidence-readiness/demo","200","True","http://127.0.0.1:5000/api/platform/azure-foundry/evidence-readiness/demo","OK"
"http://127.0.0.1:5000/api/platform/azure-foundry/lifecycle/demo?stage_id=evaluate","404","False","http://127.0.0.1:5000/api/platform/azure-foundry/lifecycle/demo?stage_id=evaluate","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/azure-foundry/object/demo?object_id=azf-prompt-version","404","False","http://127.0.0.1:5000/api/platform/azure-foundry/object/demo?object_id=azf-prompt-version","The remote server returned an error: (404) Not Found."
"http://127.0.0.1:5000/api/platform/azure-foundry/objects/demo","200","True","http://127.0.0.1:5000/api/platform/azure-foundry/objects/demo","OK"
